<Header>
Filename:	20221115_H2_Plastik_Gr7_2022-15-11@11-44-28.dat
Comment:	
</Header>


Date	Time	MFC1 SP [ml/min]	MFC1 PV [ml/min]	MFC2 SP [ml/min]	MFC2 PV [ml/min]	MFC3 SP [ml/min]	MFC3 PV [ml/min]	P SP [bar]	P PV [bar]	T0 [�C]	T1 [�C]	T2 [�C]	T3 [�C]	T4 [�C]	T5 [�C]	T6 [�C]	T7 [�C]	Tcjc0 [�C]	Tcjc1 [�C]	ET SP [�C]	ET PV [�C]
2022/11/15	11:50:17.735	25.00	24.98	0.00	0.00	0.72	0.68	0.05	0.08	0.18	1.16	2.16	3.15	4.16	5.17	6.17	7.15	8.17	9.16	0.00	19.97
2022/11/15	11:50:22.737	25.00	24.99	0.00	0.00	0.14	0.92	0.05	0.08	0.16	1.16	2.16	3.15	4.16	5.16	6.19	7.17	8.16	9.15	0.00	19.15
2022/11/15	11:50:27.741	25.00	25.02	0.00	0.00	0.45	0.88	0.05	0.08	0.17	1.18	2.18	3.17	4.17	5.14	6.17	7.17	8.17	9.16	0.00	19.24
2022/11/15	11:50:32.747	25.00	24.97	0.00	0.00	0.93	0.90	0.05	0.08	0.18	1.16	2.18	3.18	4.18	5.18	6.15	7.16	8.17	9.17	0.00	19.50
2022/11/15	11:50:37.750	25.00	24.99	0.00	0.00	0.01	0.46	0.05	0.08	0.15	1.16	2.17	3.16	4.17	5.17	6.18	7.17	8.16	9.18	0.00	20.42
2022/11/15	11:50:42.754	10.00	0.00	0.00	0.00	0.02	0.69	0.05	0.05	0.17	1.17	2.16	3.18	4.16	5.17	6.18	7.17	8.16	9.16	0.00	19.45
2022/11/15	11:50:47.762	10.00	0.00	0.00	0.00	0.63	0.34	0.05	0.03	0.17	1.18	2.18	3.18	4.17	5.17	6.17	7.17	8.17	9.15	0.00	20.89
2022/11/15	11:50:52.772	10.00	0.00	0.00	0.00	0.31	0.93	0.05	0.03	0.17	1.17	2.17	3.16	4.17	5.17	6.17	7.15	8.17	9.18	0.00	20.06
2022/11/15	11:50:57.774	10.00	0.00	0.00	0.00	0.74	0.40	0.05	0.02	0.18	1.16	2.17	3.17	4.18	5.19	6.18	7.17	8.16	9.16	0.00	19.28
2022/11/15	11:51:02.776	20.00	0.00	0.00	0.00	0.87	0.08	0.05	0.02	0.18	1.18	2.17	3.16	4.16	5.16	6.17	7.16	8.17	9.16	0.00	19.75
2022/11/15	11:51:07.780	20.00	22.05	0.00	0.00	0.37	0.50	0.05	0.02	0.16	1.17	2.18	3.16	4.18	5.16	6.15	7.18	8.18	9.17	0.00	20.52
2022/11/15	11:51:12.785	20.00	20.03	0.00	0.00	0.38	0.90	0.05	0.04	0.17	1.16	2.16	3.17	4.19	5.17	6.18	7.17	8.17	9.16	0.00	20.84
2022/11/15	11:51:17.786	20.00	19.94	0.00	0.00	0.06	0.89	0.05	0.06	0.17	1.18	2.18	3.16	4.16	5.17	6.17	7.16	8.17	9.16	0.00	19.91
2022/11/15	11:51:22.789	20.00	19.96	0.00	0.00	0.18	0.74	0.05	0.07	0.16	1.17	2.15	3.15	4.18	5.17	6.17	7.17	8.18	9.18	0.00	20.24
2022/11/15	11:51:27.797	20.00	19.99	0.00	0.00	0.65	0.39	0.05	0.07	0.18	1.17	2.17	3.18	4.17	5.18	6.15	7.16	8.17	9.18	0.00	20.28
2022/11/15	11:51:32.802	20.00	19.95	0.00	0.00	0.45	0.76	0.05	0.07	0.18	1.17	2.16	3.15	4.18	5.18	6.16	7.15	8.17	9.16	0.00	20.30
2022/11/15	11:51:37.809	20.00	19.97	0.00	0.00	0.12	0.57	0.05	0.07	0.16	1.17	2.18	3.16	4.18	5.17	6.17	7.17	8.16	9.18	0.00	19.91
2022/11/15	11:51:42.811	20.00	19.99	0.00	0.00	0.33	0.34	0.10	0.07	0.17	1.16	2.16	3.16	4.16	5.17	6.18	7.17	8.17	9.17	0.00	19.93
2022/11/15	11:51:47.813	20.00	19.97	0.00	0.00	0.71	0.52	0.10	0.07	0.16	1.17	2.18	3.18	4.17	5.16	6.17	7.14	8.17	9.16	0.00	20.84
2022/11/15	11:51:52.819	20.00	19.92	0.00	0.00	0.86	0.47	0.10	0.07	0.17	1.17	2.17	3.18	4.17	5.16	6.17	7.16	8.17	9.17	0.00	19.90
2022/11/15	11:51:57.823	20.00	19.99	0.00	0.00	0.06	0.75	0.10	0.07	0.16	1.18	2.17	3.18	4.17	5.18	6.17	7.16	8.17	9.17	0.00	20.52
2022/11/15	11:52:02.828	20.00	19.98	0.00	0.00	0.89	0.33	0.10	0.07	0.18	1.16	2.17	3.17	4.15	5.17	6.16	7.16	8.17	9.16	0.00	20.44
2022/11/15	11:52:07.830	20.00	20.00	0.00	0.00	1.00	0.03	0.10	0.07	0.16	1.16	2.16	3.15	4.16	5.15	6.18	7.15	8.17	9.17	0.00	19.33
2022/11/15	11:52:12.830	20.00	20.00	0.00	0.00	0.92	0.19	0.10	0.07	0.17	1.17	2.17	3.17	4.16	5.17	6.18	7.17	8.17	9.18	0.00	19.96
2022/11/15	11:52:17.839	30.00	29.91	0.00	0.00	0.27	0.68	0.10	0.08	0.16	1.16	2.16	3.17	4.17	5.17	6.18	7.16	8.16	9.15	0.00	20.94
2022/11/15	11:52:22.849	30.00	30.00	0.00	0.00	0.41	0.70	0.10	0.09	0.16	1.16	2.19	3.16	4.17	5.17	6.17	7.17	8.17	9.17	0.00	19.09
2022/11/15	11:52:27.854	30.00	29.98	0.00	0.00	0.50	0.48	0.10	0.09	0.17	1.17	2.18	3.16	4.16	5.16	6.17	7.17	8.16	9.16	0.00	20.76
2022/11/15	11:52:32.856	30.00	29.99	0.00	0.00	0.44	0.96	0.10	0.09	0.16	1.16	2.16	3.16	4.17	5.17	6.18	7.17	8.15	9.15	0.00	19.07
2022/11/15	11:52:37.862	30.00	30.01	0.00	0.00	0.01	0.99	0.10	0.09	0.17	1.16	2.16	3.17	4.15	5.18	6.17	7.16	8.17	9.17	0.00	20.77
2022/11/15	11:52:42.864	30.00	30.00	0.00	0.00	0.64	0.64	0.10	0.09	0.17	1.17	2.17	3.14	4.17	5.17	6.16	7.18	8.18	9.15	0.00	20.12
2022/11/15	11:52:47.864	30.00	29.99	0.00	0.00	0.34	0.38	0.10	0.09	0.17	1.16	2.17	3.16	4.16	5.16	6.17	7.19	8.17	9.18	0.00	20.73
2022/11/15	11:52:52.872	40.00	39.81	0.00	0.00	0.02	0.99	0.10	0.10	0.16	1.17	2.17	3.18	4.18	5.18	6.17	7.19	8.19	9.17	0.00	20.58
2022/11/15	11:52:57.872	40.00	40.00	0.00	0.00	0.98	0.92	0.10	0.11	0.17	1.17	2.17	3.15	4.17	5.17	6.17	7.18	8.17	9.17	0.00	19.13
2022/11/15	11:53:02.877	40.00	39.97	0.00	0.00	0.67	0.40	0.10	0.11	0.17	1.17	2.16	3.16	4.18	5.16	6.17	7.16	8.14	9.18	0.00	19.75
2022/11/15	11:53:07.881	40.00	39.98	0.00	0.00	0.53	0.23	0.10	0.11	0.16	1.16	2.18	3.16	4.18	5.16	6.17	7.15	8.17	9.16	0.00	19.35
2022/11/15	11:53:12.887	40.00	40.01	0.00	0.00	0.95	0.34	0.10	0.11	0.17	1.16	2.16	3.17	4.16	5.16	6.16	7.16	8.19	9.16	0.00	19.92
2022/11/15	11:53:17.897	40.00	39.99	0.00	0.00	0.37	0.41	0.10	0.11	0.17	1.18	2.17	3.18	4.16	5.17	6.17	7.17	8.15	9.17	0.00	20.32
2022/11/15	11:53:22.899	40.00	39.99	0.00	0.00	0.78	0.54	0.10	0.11	0.17	1.16	2.16	3.17	4.17	5.16	6.16	7.18	8.17	9.18	0.00	19.96
2022/11/15	11:53:27.902	40.00	40.03	0.00	0.00	0.19	0.23	0.10	0.11	0.15	1.17	2.16	3.17	4.17	5.15	6.15	7.17	8.19	9.16	0.00	19.47
2022/11/15	11:53:32.906	40.00	39.99	0.00	0.00	0.73	0.70	0.10	0.11	0.17	1.16	2.17	3.18	4.17	5.18	6.16	7.16	8.16	9.17	0.00	20.52
2022/11/15	11:53:37.913	40.00	39.98	0.00	0.00	0.65	0.78	0.10	0.11	0.17	1.17	2.15	3.17	4.17	5.17	6.17	7.16	8.17	9.16	0.00	19.18
2022/11/15	11:53:42.919	40.00	39.98	0.00	0.00	0.31	0.33	0.10	0.11	0.16	1.17	2.16	3.16	4.17	5.17	6.15	7.16	8.17	9.18	0.00	19.63
2022/11/15	11:53:47.919	40.00	40.00	0.00	0.00	0.88	0.54	0.10	0.11	0.18	1.16	2.16	3.18	4.17	5.18	6.16	7.17	8.16	9.17	0.00	20.73
2022/11/15	11:53:52.920	40.00	40.00	0.00	0.00	0.04	0.39	0.20	0.20	0.17	1.15	2.17	3.18	4.17	5.17	6.16	7.17	8.17	9.17	0.00	19.51
2022/11/15	11:53:57.929	40.00	40.00	0.00	0.00	0.34	0.19	0.20	0.18	0.16	1.17	2.18	3.17	4.17	5.18	6.17	7.15	8.17	9.14	0.00	20.33
2022/11/15	11:54:02.936	40.00	40.00	0.00	0.00	0.25	0.91	0.20	0.21	0.17	1.16	2.17	3.17	4.16	5.18	6.18	7.15	8.18	9.16	0.00	19.56
2022/11/15	11:54:07.939	40.00	39.98	0.00	0.00	0.35	0.97	0.20	0.21	0.17	1.17	2.17	3.17	4.18	5.17	6.16	7.19	8.16	9.18	0.00	19.64
2022/11/15	11:54:12.944	40.00	39.97	0.00	0.00	0.42	0.82	0.20	0.20	0.17	1.18	2.18	3.16	4.19	5.17	6.17	7.18	8.17	9.16	0.00	20.26
2022/11/15	11:54:17.950	40.00	40.02	0.00	0.00	0.50	0.66	0.20	0.20	0.18	1.17	2.17	3.17	4.15	5.18	6.17	7.16	8.19	9.17	0.00	20.06
2022/11/15	11:54:22.952	40.00	39.97	0.00	0.00	0.58	0.03	0.20	0.20	0.16	1.18	2.14	3.16	4.17	5.17	6.17	7.18	8.17	9.18	0.00	19.21
2022/11/15	11:54:27.953	40.00	39.97	0.00	0.00	0.20	0.25	0.20	0.20	0.17	1.16	2.16	3.16	4.19	5.17	6.17	7.16	8.16	9.16	0.00	20.09
2022/11/15	11:54:32.957	40.00	39.98	0.00	0.00	0.67	0.75	0.20	0.20	0.16	1.18	2.16	3.17	4.18	5.17	6.17	7.18	8.16	9.16	0.00	20.26
2022/11/15	11:54:37.960	40.00	40.01	0.00	0.00	0.63	0.49	0.20	0.20	0.18	1.17	2.15	3.16	4.16	5.16	6.16	7.16	8.17	9.17	0.00	19.11
2022/11/15	11:54:42.962	40.00	40.00	0.00	0.00	0.14	0.95	0.20	0.20	0.16	1.18	2.17	3.17	4.17	5.18	6.16	7.17	8.17	9.15	0.00	19.59
2022/11/15	11:54:47.967	40.00	39.97	0.00	0.00	0.55	0.18	0.20	0.20	0.17	1.15	2.16	3.16	4.15	5.15	6.18	7.17	8.16	9.15	0.00	19.65
2022/11/15	11:54:52.973	40.00	39.99	0.00	0.00	0.93	0.44	0.20	0.20	0.16	1.17	2.18	3.16	4.18	5.17	6.17	7.17	8.17	9.17	0.00	19.95
2022/11/15	11:54:57.975	40.00	39.96	0.00	0.00	0.29	0.58	0.20	0.20	0.15	1.18	2.17	3.17	4.17	5.16	6.18	7.17	8.17	9.16	0.00	19.79
2022/11/15	11:55:02.982	40.00	39.98	0.00	0.00	0.80	0.59	0.20	0.20	0.16	1.18	2.16	3.16	4.17	5.16	6.15	7.17	8.17	9.16	0.00	19.85
2022/11/15	11:55:07.983	40.00	39.99	0.00	0.00	0.25	0.55	0.20	0.20	0.17	1.17	2.19	3.16	4.17	5.18	6.18	7.17	8.17	9.16	0.00	19.42
2022/11/15	11:55:12.984	40.00	39.99	0.00	0.00	0.58	0.68	0.20	0.20	0.17	1.17	2.19	3.16	4.18	5.17	6.17	7.15	8.16	9.14	0.00	19.18
2022/11/15	11:55:17.993	40.00	39.96	0.00	0.00	0.68	0.04	0.20	0.20	0.16	1.16	2.16	3.17	4.17	5.16	6.15	7.17	8.19	9.18	0.00	19.75
2022/11/15	11:55:22.997	40.00	39.97	0.00	0.00	0.90	0.21	0.20	0.20	0.17	1.16	2.18	3.17	4.15	5.15	6.16	7.17	8.16	9.18	0.00	20.52
2022/11/15	11:55:28.007	40.00	39.97	0.00	0.00	0.05	0.66	0.20	0.20	0.16	1.15	2.16	3.17	4.17	5.16	6.16	7.16	8.17	9.19	0.00	19.05
2022/11/15	11:55:33.012	40.00	39.97	0.00	0.00	0.61	0.50	0.20	0.20	0.16	1.16	2.17	3.16	4.16	5.15	6.18	7.18	8.16	9.16	0.00	19.90
2022/11/15	11:55:38.021	40.00	40.00	0.00	0.00	0.43	0.63	0.20	0.20	0.17	1.17	2.17	3.16	4.15	5.16	6.17	7.15	8.16	9.17	0.00	19.29
2022/11/15	11:55:43.022	40.00	40.02	0.00	0.00	0.82	0.32	0.20	0.20	0.17	1.17	2.16	3.18	4.18	5.15	6.19	7.17	8.17	9.16	0.00	19.05
2022/11/15	11:55:48.031	40.00	40.01	0.00	0.00	0.71	0.20	0.20	0.20	0.16	1.16	2.15	3.17	4.17	5.17	6.17	7.18	8.17	9.16	0.00	19.25
2022/11/15	11:55:53.031	40.00	40.01	0.00	0.00	0.08	0.22	0.20	0.20	0.15	1.17	2.15	3.15	4.18	5.18	6.16	7.18	8.17	9.15	0.00	19.86
2022/11/15	11:55:58.037	40.00	40.01	0.00	0.00	0.30	0.99	0.20	0.20	0.17	1.16	2.19	3.18	4.17	5.16	6.16	7.16	8.15	9.17	0.00	19.31
2022/11/15	11:56:03.042	40.00	39.97	0.00	0.00	0.55	0.50	0.20	0.20	0.16	1.18	2.16	3.16	4.15	5.16	6.17	7.17	8.16	9.17	0.00	19.26
2022/11/15	11:56:08.044	40.00	39.97	0.00	0.00	0.10	0.50	0.20	0.20	0.15	1.18	2.19	3.16	4.15	5.18	6.16	7.15	8.16	9.16	0.00	19.87
2022/11/15	11:56:13.052	40.00	39.99	0.00	0.00	0.81	0.67	0.20	0.20	0.17	1.18	2.17	3.17	4.16	5.15	6.15	7.18	8.16	9.17	0.00	20.01
