<Header>
Filename:	20221115_N2_Gr7_2022-15-11@11-27-16.dat
Comment:	
</Header>


Date	Time	MFC1 SP [ml/min]	MFC1 PV [ml/min]	MFC2 SP [ml/min]	MFC2 PV [ml/min]	MFC3 SP [ml/min]	MFC3 PV [ml/min]	P SP [bar]	P PV [bar]	T0 [�C]	T1 [�C]	T2 [�C]	T3 [�C]	T4 [�C]	T5 [�C]	T6 [�C]	T7 [�C]	Tcjc0 [�C]	Tcjc1 [�C]	ET SP [�C]	ET PV [�C]
2022/11/15	11:28:11.815	0.00	0.00	71.42	71.37	0.45	0.85	1.00	1.00	0.16	1.16	2.15	3.17	4.16	5.18	6.17	7.16	8.19	9.15	0.00	19.98
2022/11/15	11:28:16.823	0.00	0.00	71.42	71.39	0.10	0.70	1.00	1.00	0.16	1.17	2.16	3.17	4.17	5.17	6.17	7.17	8.16	9.16	0.00	19.93
2022/11/15	11:28:21.832	0.00	0.00	71.42	71.40	0.05	0.20	1.00	1.00	0.15	1.18	2.15	3.17	4.15	5.16	6.18	7.17	8.17	9.17	0.00	19.35
2022/11/15	11:28:26.837	0.00	0.00	71.42	71.38	0.17	0.57	1.00	1.00	0.16	1.15	2.16	3.17	4.17	5.16	6.17	7.16	8.16	9.17	0.00	19.91
2022/11/15	11:28:31.838	0.00	0.00	71.42	71.39	0.73	0.32	2.00	1.10	0.16	1.15	2.18	3.16	4.16	5.18	6.17	7.17	8.18	9.16	0.00	20.30
2022/11/15	11:28:36.841	0.00	0.00	71.42	71.40	0.19	0.17	2.00	1.30	0.15	1.16	2.16	3.15	4.17	5.17	6.17	7.16	8.17	9.17	0.00	20.56
2022/11/15	11:28:41.849	0.00	0.00	71.42	71.42	1.00	0.85	2.00	1.52	0.16	1.17	2.17	3.15	4.18	5.17	6.14	7.15	8.16	9.17	0.00	20.24
2022/11/15	11:28:46.853	0.00	0.00	71.42	71.39	0.91	0.44	2.00	1.72	0.16	1.16	2.15	3.15	4.16	5.16	6.18	7.14	8.17	9.16	0.00	19.76
2022/11/15	11:28:51.861	0.00	0.00	71.42	71.37	0.02	0.87	2.00	1.93	0.16	1.16	2.17	3.17	4.15	5.16	6.19	7.16	8.16	9.17	0.00	19.84
2022/11/15	11:28:56.865	0.00	0.00	71.42	71.43	0.95	0.90	2.00	1.97	0.17	1.16	2.16	3.17	4.18	5.15	6.16	7.18	8.16	9.16	0.00	19.54
2022/11/15	11:29:01.869	0.00	0.00	71.42	71.41	0.60	0.26	2.00	2.00	0.16	1.16	2.16	3.17	4.17	5.17	6.18	7.15	8.16	9.16	0.00	19.29
2022/11/15	11:29:06.871	0.00	0.00	71.42	71.36	0.81	0.17	2.00	2.00	0.16	1.18	2.17	3.17	4.18	5.15	6.13	7.17	8.18	9.16	0.00	19.10
2022/11/15	11:29:11.879	0.00	0.00	71.42	71.45	0.09	0.94	2.00	2.00	0.17	1.15	2.16	3.17	4.15	5.16	6.17	7.17	8.17	9.17	0.00	19.51
2022/11/15	11:29:16.888	0.00	0.00	71.42	71.39	0.29	0.51	2.00	2.00	0.17	1.17	2.15	3.18	4.15	5.17	6.17	7.17	8.16	9.17	0.00	19.60
2022/11/15	11:29:21.898	0.00	0.00	71.42	71.42	0.65	0.21	2.00	2.00	0.15	1.15	2.15	3.16	4.17	5.16	6.16	7.16	8.16	9.19	0.00	20.25
2022/11/15	11:29:26.904	0.00	0.00	71.42	71.43	0.22	0.35	3.00	2.03	0.17	1.17	2.18	3.17	4.17	5.16	6.16	7.15	8.16	9.17	0.00	20.84
2022/11/15	11:29:31.912	0.00	0.00	71.42	71.42	0.82	0.54	3.00	2.24	0.16	1.18	2.16	3.15	4.18	5.16	6.17	7.16	8.16	9.16	0.00	19.22
2022/11/15	11:29:36.912	0.00	0.00	71.42	71.39	0.97	0.52	3.00	2.44	0.17	1.18	2.16	3.16	4.16	5.16	6.18	7.15	8.16	9.16	0.00	20.82
2022/11/15	11:29:41.914	0.00	0.00	71.42	71.41	0.88	0.21	3.00	2.65	0.18	1.19	2.17	3.17	4.17	5.17	6.19	7.16	8.17	9.16	0.00	19.32
2022/11/15	11:29:46.919	0.00	0.00	71.42	71.37	0.66	0.31	3.00	2.86	0.16	1.16	2.17	3.17	4.17	5.19	6.16	7.16	8.17	9.17	0.00	19.87
2022/11/15	11:29:51.920	0.00	0.00	71.42	71.41	0.68	0.25	3.00	3.06	0.18	1.17	2.17	3.18	4.17	5.15	6.17	7.17	8.17	9.18	0.00	20.10
2022/11/15	11:29:56.928	0.00	0.00	71.42	71.38	0.34	0.67	3.00	3.00	0.17	1.16	2.18	3.16	4.17	5.16	6.17	7.15	8.16	9.16	0.00	20.81
2022/11/15	11:30:01.931	0.00	0.00	71.42	71.38	0.82	0.23	3.00	3.00	0.15	1.17	2.17	3.18	4.16	5.17	6.18	7.17	8.16	9.17	0.00	20.95
2022/11/15	11:30:06.941	0.00	0.00	71.42	71.38	0.89	0.07	3.00	3.00	0.17	1.17	2.16	3.16	4.16	5.18	6.16	7.16	8.15	9.17	0.00	20.95
2022/11/15	11:30:11.949	0.00	0.00	71.42	71.40	0.37	0.25	3.00	3.00	0.18	1.18	2.16	3.16	4.17	5.16	6.17	7.17	8.16	9.18	0.00	19.24
2022/11/15	11:30:16.954	0.00	0.00	71.42	71.40	0.19	0.21	3.00	3.00	0.16	1.18	2.16	3.18	4.17	5.17	6.16	7.15	8.16	9.17	0.00	19.02
2022/11/15	11:30:21.954	0.00	0.00	71.42	71.46	0.14	0.80	3.00	3.00	0.18	1.18	2.14	3.17	4.17	5.16	6.17	7.15	8.15	9.18	0.00	20.81
2022/11/15	11:30:26.964	0.00	0.00	71.42	71.43	0.78	0.72	3.00	3.00	0.16	1.16	2.16	3.17	4.17	5.17	6.15	7.18	8.17	9.17	0.00	19.17
2022/11/15	11:30:31.973	0.00	0.00	71.42	71.43	0.66	0.25	4.00	3.03	0.18	1.15	2.17	3.18	4.17	5.18	6.16	7.16	8.17	9.16	0.00	19.35
2022/11/15	11:30:36.975	0.00	0.00	71.42	71.40	0.48	0.05	4.00	3.24	0.17	1.18	2.17	3.17	4.17	5.18	6.15	7.16	8.16	9.15	0.00	20.15
2022/11/15	11:30:41.977	0.00	0.00	71.42	71.37	0.15	0.14	4.00	3.45	0.16	1.18	2.18	3.16	4.16	5.17	6.17	7.17	8.15	9.16	0.00	20.04
2022/11/15	11:30:46.981	0.00	0.00	71.42	71.39	0.82	0.53	4.00	3.66	0.17	1.16	2.17	3.17	4.17	5.17	6.16	7.18	8.17	9.16	0.00	19.55
2022/11/15	11:30:51.983	0.00	0.00	71.42	71.42	0.59	0.49	4.00	3.86	0.17	1.18	2.17	3.17	4.16	5.16	6.16	7.17	8.16	9.16	0.00	20.22
2022/11/15	11:30:56.983	0.00	0.00	71.42	71.40	0.50	0.62	4.00	4.06	0.17	1.16	2.18	3.18	4.17	5.17	6.16	7.17	8.17	9.16	0.00	20.24
2022/11/15	11:31:01.991	0.00	0.00	71.42	71.45	0.43	0.44	4.00	4.00	0.17	1.17	2.19	3.17	4.16	5.18	6.18	7.18	8.14	9.15	0.00	19.42
2022/11/15	11:31:06.993	0.00	0.00	71.42	71.43	0.43	0.66	4.00	4.00	0.15	1.16	2.16	3.17	4.16	5.17	6.17	7.18	8.15	9.16	0.00	20.76
2022/11/15	11:31:11.995	0.00	0.00	71.42	71.39	0.88	0.86	4.00	4.00	0.19	1.18	2.17	3.16	4.16	5.16	6.18	7.16	8.16	9.13	0.00	20.51
2022/11/15	11:31:16.999	0.00	0.00	71.42	71.39	0.30	0.48	4.00	4.00	0.17	1.19	2.14	3.17	4.16	5.19	6.15	7.15	8.16	9.16	0.00	19.04
2022/11/15	11:31:22.003	0.00	0.00	71.42	71.41	0.70	0.91	4.00	4.00	0.18	1.17	2.18	3.16	4.17	5.15	6.18	7.15	8.18	9.15	0.00	19.41
2022/11/15	11:31:27.003	0.00	0.00	71.42	71.48	0.65	0.90	5.00	4.02	0.17	1.17	2.16	3.15	4.17	5.15	6.16	7.16	8.15	9.16	0.00	20.06
2022/11/15	11:31:32.004	0.00	0.00	71.42	71.39	0.58	0.61	5.00	4.22	0.18	1.17	2.17	3.16	4.17	5.17	6.16	7.18	8.18	9.17	0.00	20.43
2022/11/15	11:31:37.007	0.00	0.00	71.42	71.42	0.83	0.50	5.00	4.41	0.16	1.17	2.18	3.18	4.17	5.19	6.18	7.17	8.17	9.17	0.00	20.39
2022/11/15	11:31:42.007	0.00	0.00	71.42	71.40	0.72	0.09	5.00	4.61	0.16	1.17	2.16	3.16	4.17	5.18	6.18	7.17	8.16	9.16	0.00	19.04
2022/11/15	11:31:47.010	0.00	0.00	71.42	71.45	0.98	0.51	5.00	4.81	0.14	1.16	2.17	3.16	4.17	5.17	6.18	7.16	8.17	9.17	0.00	20.71
2022/11/15	11:31:52.011	0.00	0.00	71.42	71.42	0.22	0.01	5.00	5.00	0.18	1.17	2.18	3.18	4.16	5.17	6.18	7.17	8.17	9.17	0.00	20.65
2022/11/15	11:31:57.011	0.00	0.00	71.42	71.37	0.77	0.83	5.00	5.00	0.18	1.18	2.16	3.17	4.17	5.17	6.17	7.16	8.17	9.16	0.00	20.73
2022/11/15	11:32:02.017	0.00	0.00	71.42	71.42	0.26	0.34	5.00	5.00	0.17	1.16	2.16	3.16	4.15	5.17	6.17	7.16	8.17	9.16	0.00	20.12
2022/11/15	11:32:07.027	0.00	0.00	71.42	71.37	0.96	0.05	5.00	5.00	0.16	1.16	2.16	3.16	4.16	5.16	6.16	7.17	8.16	9.17	0.00	19.22
2022/11/15	11:32:12.029	0.00	0.00	71.42	71.38	0.50	0.93	5.00	5.00	0.18	1.18	2.17	3.17	4.18	5.18	6.17	7.17	8.15	9.16	0.00	20.47
2022/11/15	11:32:17.034	0.00	0.00	71.42	71.42	0.67	0.13	5.00	5.00	0.16	1.18	2.17	3.16	4.16	5.17	6.16	7.17	8.16	9.14	0.00	20.71
2022/11/15	11:32:22.042	0.00	0.00	71.42	71.38	0.56	0.49	0.00	4.14	0.16	1.16	2.17	3.16	4.16	5.18	6.17	7.16	8.15	9.16	0.00	20.21
2022/11/15	11:32:27.049	0.00	0.00	71.42	71.33	0.03	0.81	0.00	2.94	0.16	1.17	2.19	3.16	4.17	5.17	6.17	7.17	8.17	9.17	0.00	20.87
2022/11/15	11:32:32.056	0.00	0.00	71.42	71.45	0.66	0.46	0.00	2.10	0.17	1.18	2.15	3.17	4.17	5.18	6.17	7.16	8.17	9.17	0.00	19.86
2022/11/15	11:32:37.060	0.00	0.00	71.42	71.39	0.87	0.86	0.00	1.54	0.17	1.15	2.17	3.17	4.17	5.16	6.16	7.16	8.17	9.16	0.00	19.73
2022/11/15	11:32:42.064	0.00	0.00	71.42	71.36	0.29	0.69	0.00	1.18	0.15	1.18	2.15	3.17	4.17	5.16	6.17	7.16	8.18	9.17	0.00	19.22
2022/11/15	11:32:47.069	0.00	0.00	71.42	71.40	0.84	0.63	0.00	0.95	0.17	1.17	2.19	3.17	4.16	5.17	6.17	7.16	8.17	9.18	0.00	19.45
2022/11/15	11:32:52.076	0.00	0.00	0.00	0.00	0.90	0.20	0.00	0.74	0.16	1.16	2.16	3.17	4.16	5.17	6.17	7.16	8.17	9.16	0.00	20.87
2022/11/15	11:32:57.076	0.00	0.00	0.00	0.00	0.62	0.76	0.00	0.49	0.17	1.16	2.18	3.17	4.18	5.17	6.17	7.14	8.17	9.19	0.00	20.38
2022/11/15	11:33:02.079	0.00	0.00	0.00	0.00	0.08	0.73	0.00	0.33	0.17	1.17	2.17	3.19	4.16	5.17	6.17	7.17	8.15	9.14	0.00	19.99
2022/11/15	11:33:07.081	0.00	0.00	0.00	0.00	0.28	0.27	0.00	0.22	0.16	1.16	2.15	3.17	4.19	5.15	6.16	7.17	8.15	9.17	0.00	19.08
2022/11/15	11:33:12.088	0.00	0.00	0.00	0.00	0.89	0.46	0.00	0.15	0.19	1.15	2.16	3.16	4.17	5.17	6.17	7.18	8.17	9.17	0.00	20.44
2022/11/15	11:33:17.088	0.00	0.00	0.00	0.00	0.35	0.03	0.00	0.11	0.15	1.16	2.15	3.15	4.18	5.15	6.16	7.16	8.16	9.16	0.00	20.97
2022/11/15	11:33:22.092	0.00	0.00	0.00	0.00	0.45	0.42	0.00	0.08	0.17	1.17	2.16	3.18	4.16	5.17	6.17	7.18	8.17	9.17	0.00	19.48
2022/11/15	11:33:27.097	0.00	0.00	0.00	0.00	0.78	0.94	0.00	0.06	0.20	1.17	2.16	3.15	4.17	5.16	6.17	7.17	8.19	9.17	0.00	20.12
2022/11/15	11:33:32.106	0.00	0.00	0.00	0.00	0.42	0.37	0.00	0.04	0.18	1.16	2.18	3.17	4.16	5.17	6.16	7.18	8.16	9.18	0.00	19.79
2022/11/15	11:33:37.111	0.00	0.00	0.00	0.00	0.93	0.19	0.00	0.03	0.19	1.17	2.16	3.17	4.16	5.15	6.17	7.16	8.16	9.16	0.00	19.65
2022/11/15	11:33:42.115	0.00	0.00	0.00	0.00	0.85	0.83	0.00	0.03	0.16	1.17	2.17	3.16	4.15	5.17	6.17	7.17	8.16	9.17	0.00	19.37
2022/11/15	11:33:47.116	0.00	0.00	0.00	0.00	0.63	0.46	0.00	0.03	0.17	1.16	2.17	3.15	4.16	5.17	6.16	7.17	8.15	9.18	0.00	19.44
